,token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
83,51893,BANKNIFTY15SEP2241000PE,BANKNIFTY,15SEP2022,4100000.000000,25,OPTIDX,NFO,5.000000
84,48018,BANKNIFTY25AUG2228900PE,BANKNIFTY,25AUG2022,2890000.000000,25,OPTIDX,NFO,5.000000
85,72216,BANKNIFTY29SEP2234500CE,BANKNIFTY,29SEP2022,3450000.000000,25,OPTIDX,NFO,5.000000
86,57162,BANKNIFTY27OCT2238700PE,BANKNIFTY,27OCT2022,3870000.000000,25,OPTIDX,NFO,5.000000
87,58942,BANKNIFTY22SEP2239700CE,BANKNIFTY,22SEP2022,3970000.000000,25,OPTIDX,NFO,5.000000
88,51532,BANKNIFTY01SEP2235400PE,BANKNIFTY,01SEP2022,3540000.000000,25,OPTIDX,NFO,5.000000
89,54272,BANKNIFTY22SEP2236600PE,BANKNIFTY,22SEP2022,3660000.000000,25,OPTIDX,NFO,5.000000
90,59068,BANKNIFTY22SEP2241900CE,BANKNIFTY,22SEP2022,4190000.000000,25,OPTIDX,NFO,5.000000
91,82526,BANKNIFTY25AUG2232100PE,BANKNIFTY,25AUG2022,3210000.000000,25,OPTIDX,NFO,5.000000
92,56202,BANKNIFTY29SEP2234000CE,BANKNIFTY,29SEP2022,3400000.000000,25,OPTIDX,NFO,5.000000
93,51427,BANKNIFTY15SEP2233000CE,BANKNIFTY,15SEP2022,3300000.000000,25,OPTIDX,NFO,5.000000
94,56171,BANKNIFTY29SEP2232300PE,BANKNIFTY,29SEP2022,3230000.000000,25,OPTIDX,NFO,5.000000
95,57218,BANKNIFTY27OCT2241500PE,BANKNIFTY,27OCT2022,4150000.000000,25,OPTIDX,NFO,5.000000
96,57005,BANKNIFTY29SEP2241400CE,BANKNIFTY,29SEP2022,4140000.000000,25,OPTIDX,NFO,5.000000
97,59052,BANKNIFTY22SEP2241100CE,BANKNIFTY,22SEP2022,4110000.000000,25,OPTIDX,NFO,5.000000
98,72215,BANKNIFTY29SEP2233000PE,BANKNIFTY,29SEP2022,3300000.000000,25,OPTIDX,NFO,5.000000
99,51786,BANKNIFTY15SEP2238900PE,BANKNIFTY,15SEP2022,3890000.000000,25,OPTIDX,NFO,5.000000
100,51721,BANKNIFTY01SEP2239600PE,BANKNIFTY,01SEP2022,3960000.000000,25,OPTIDX,NFO,5.000000
101,47977,BANKNIFTY25AUG2228700CE,BANKNIFTY,25AUG2022,2870000.000000,25,OPTIDX,NFO,5.000000
102,57209,BANKNIFTY27OCT2241100CE,BANKNIFTY,27OCT2022,4110000.000000,25,OPTIDX,NFO,5.000000
103,51948,BANKNIFTY15SEP2242000PE,BANKNIFTY,15SEP2022,4200000.000000,25,OPTIDX,NFO,5.000000
104,82514,BANKNIFTY25AUG2231500PE,BANKNIFTY,25AUG2022,3150000.000000,25,OPTIDX,NFO,5.000000
105,51512,BANKNIFTY01SEP2234800CE,BANKNIFTY,01SEP2022,3480000.000000,25,OPTIDX,NFO,5.000000
106,35092,BANKNIFTY25AUG2239300CE,BANKNIFTY,25AUG2022,3930000.000000,25,OPTIDX,NFO,5.000000
107,58931,BANKNIFTY22SEP2239100PE,BANKNIFTY,22SEP2022,3910000.000000,25,OPTIDX,NFO,5.000000
108,51964,BANKNIFTY15SEP2242400PE,BANKNIFTY,15SEP2022,4240000.000000,25,OPTIDX,NFO,5.000000
109,51573,BANKNIFTY01SEP2236300CE,BANKNIFTY,01SEP2022,3630000.000000,25,OPTIDX,NFO,5.000000
110,37680,BANKNIFTY29SEP2237900CE,BANKNIFTY,29SEP2022,3790000.000000,25,OPTIDX,NFO,5.000000
111,57020,BANKNIFTY27OCT2230000PE,BANKNIFTY,27OCT2022,3000000.000000,25,OPTIDX,NFO,5.000000
112,46582,BANKNIFTY08SEP2241800CE,BANKNIFTY,08SEP2022,4180000.000000,25,OPTIDX,NFO,5.000000
113,51958,BANKNIFTY15SEP2242300PE,BANKNIFTY,15SEP2022,4230000.000000,25,OPTIDX,NFO,5.000000
114,46529,BANKNIFTY08SEP2240900PE,BANKNIFTY,08SEP2022,4090000.000000,25,OPTIDX,NFO,5.000000
115,58420,BANKNIFTY29DEC2242000CE,BANKNIFTY,29DEC2022,4200000.000000,25,OPTIDX,NFO,5.000000
116,56162,BANKNIFTY29SEP2231900CE,BANKNIFTY,29SEP2022,3190000.000000,25,OPTIDX,NFO,5.000000
117,82641,BANKNIFTY25AUG2236200CE,BANKNIFTY,25AUG2022,3620000.000000,25,OPTIDX,NFO,5.000000
118,46509,BANKNIFTY08SEP2240500PE,BANKNIFTY,08SEP2022,4050000.000000,25,OPTIDX,NFO,5.000000
119,51999,BANKNIFTY15SEP2243000CE,BANKNIFTY,15SEP2022,4300000.000000,25,OPTIDX,NFO,5.000000
120,35111,BANKNIFTY25AUG2239600PE,BANKNIFTY,25AUG2022,3960000.000000,25,OPTIDX,NFO,5.000000
121,56223,BANKNIFTY29SEP2235100PE,BANKNIFTY,29SEP2022,3510000.000000,25,OPTIDX,NFO,5.000000
122,46160,BANKNIFTY08SEP2235500PE,BANKNIFTY,08SEP2022,3550000.000000,25,OPTIDX,NFO,5.000000
123,51826,BANKNIFTY15SEP2239700CE,BANKNIFTY,15SEP2022,3970000.000000,25,OPTIDX,NFO,5.000000
124,36243,BANKNIFTY25AUG2242300PE,BANKNIFTY,25AUG2022,4230000.000000,25,OPTIDX,NFO,5.000000
125,51855,BANKNIFTY15SEP2240200PE,BANKNIFTY,15SEP2022,4020000.000000,25,OPTIDX,NFO,5.000000
126,82646,BANKNIFTY25AUG2236400PE,BANKNIFTY,25AUG2022,3640000.000000,25,OPTIDX,NFO,5.000000
127,82720,BANKNIFTY25AUG2238900PE,BANKNIFTY,25AUG2022,3890000.000000,25,OPTIDX,NFO,5.000000
128,82579,BANKNIFTY25AUG2234400CE,BANKNIFTY,25AUG2022,3440000.000000,25,OPTIDX,NFO,5.000000
129,45995,BANKNIFTY08SEP2233500PE,BANKNIFTY,08SEP2022,3350000.000000,25,OPTIDX,NFO,5.000000
130,57151,BANKNIFTY27OCT2238200CE,BANKNIFTY,27OCT2022,3820000.000000,25,OPTIDX,NFO,5.000000
131,57099,BANKNIFTY27OCT2236700CE,BANKNIFTY,27OCT2022,3670000.000000,25,OPTIDX,NFO,5.000000
132,56146,BANKNIFTY29SEP2231000CE,BANKNIFTY,29SEP2022,3100000.000000,25,OPTIDX,NFO,5.000000
133,57232,BANKNIFTY27OCT2245000PE,BANKNIFTY,27OCT2022,4500000.000000,25,OPTIDX,NFO,5.000000
134,35346,BANKNIFTY30MAR2345000CE,BANKNIFTY,30MAR2023,4500000.000000,25,OPTIDX,NFO,5.000000
135,82506,BANKNIFTY25AUG2231100PE,BANKNIFTY,25AUG2022,3110000.000000,25,OPTIDX,NFO,5.000000
136,82638,BANKNIFTY25AUG2236000PE,BANKNIFTY,25AUG2022,3600000.000000,25,OPTIDX,NFO,5.000000
137,57183,BANKNIFTY27OCT2239800CE,BANKNIFTY,27OCT2022,3980000.000000,25,OPTIDX,NFO,5.000000
